source https://www.rba.gov.au/statistics/historical-data.html
Source,WM/Reuters,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,IMF
Publication date,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,29-Dec-2017,28-Nov-2014,29-Dec-2017,30-Nov-2015,29-Dec-2017
Series ID,FXRUSD,FXRTWI,FXRCR,FXRJY,FXREUR,FXRSKW,FXRUKPS,FXRSD,FXRIRE,FXRTB,FXRNZD,FXRNTD,FXRMR,FXRIR,FXRVD,FXRUAED,FXRPNGK,FXRHKD,FXRCD,FXRSARD,FXRSF,FXRPHP,FXRSDR
12-Jun-2015,0.7738,64.30,4.8031,95.53,0.6884,862.52,0.4988,1.0424,49.54,26.08,1.1042,23.91,2.9018,10309,16869,2.8418,2.1113,5.9990,0.9506,,0.7226,34.97,0.5503
15-Jun-2015,0.7711,64.10,4.7880,95.25,0.6890,861.48,0.4965,1.0405,49.45,26.02,1.1063,23.87,2.9043,10283,16810,2.8319,2.1040,5.9783,0.9511,,0.7195,34.91,0.5496
16-Jun-2015,0.7754,64.40,4.8136,95.82,0.6874,867.28,0.4968,1.0445,49.74,26.14,1.1098,23.98,2.9062,10348,16904,2.8477,2.1157,6.0111,0.9550,,0.7207,35.00,0.5522
17-Jun-2015,0.7721,64.10,4.7936,95.39,0.6864,863.09,0.4938,1.0384,49.51,26.01,1.1079,23.87,2.8954,10324,16840,2.8355,2.1067,5.9856,0.9495,,0.7191,34.86,0.5488
18-Jun-2015,0.7734,64.00,4.8022,95.11,0.6812,856.27,0.4889,1.0316,49.40,26.02,1.1220,23.80,2.8728,10307,16864,2.8403,2.1160,5.9959,0.9458,,0.7120,34.83,0.5491
19-Jun-2015,0.7765,64.30,4.8207,95.62,0.6842,859.62,0.4893,1.0367,49.53,26.14,1.1226,23.89,2.8897,10349,16928,2.8517,2.1245,6.0198,0.9494,,0.7161,34.98,0.5479
22-Jun-2015,0.7794,64.40,4.8396,95.62,0.6835,856.44,0.4900,1.0365,49.50,26.21,1.1248,23.96,2.9025,10372,16992,2.8623,2.1324,6.0416,0.9544,,0.7151,35.09,0.5520
23-Jun-2015,0.7717,64.00,4.7913,95.39,0.6839,852.42,0.4889,1.0329,49.10,26.04,1.1251,23.79,2.8919,10240,16827,2.8341,2.1171,5.9821,0.9517,,0.7150,34.83,0.5459
24-Jun-2015,0.7723,64.20,4.7948,95.78,0.6898,856.06,0.4903,1.0372,49.17,26.10,1.1265,23.86,2.8992,10260,16848,2.8363,2.1188,5.9871,0.9523,,0.7206,34.85,0.5486
25-Jun-2015,0.7741,64.30,4.8062,95.71,0.6910,859.29,0.4935,1.0395,49.25,26.16,1.1206,23.94,2.9129,10311,16888,2.8429,2.1237,6.0005,0.9590,,0.7227,34.94,0.5504
26-Jun-2015,0.7718,64.10,4.7926,95.22,0.6897,861.71,0.4903,1.0371,49.09,26.06,1.1207,23.86,2.9054,10273,16841,2.8344,2.1174,5.9829,0.9525,,0.7233,34.83,0.5490
29-Jun-2015,0.7649,63.70,4.7497,93.64,0.6938,860.67,0.4865,1.0349,48.89,25.91,1.1184,23.73,2.8944,10231,16689,2.8091,2.0985,5.9298,0.9430,,0.7177,34.58,0.5438
30-Jun-2015,0.7680,63.80,4.7661,93.92,0.6866,856.67,0.4885,1.0340,48.95,25.94,1.1294,23.72,2.9046,10228,16752,2.8205,2.1070,5.9536,0.9517,,0.7145,34.65,0.5473
01-Jul-2015,0.7713,64.10,4.7831,94.62,0.6930,861.93,0.4914,1.0379,49.07,26.04,1.1343,23.81,2.8827,10272,16821,2.8326,2.1160,5.9793,0.9644,,0.7218,34.75,0.5484
02-Jul-2015,0.7649,63.80,4.7461,94.37,0.6908,860.44,0.4900,1.0343,48.62,25.85,1.1425,23.65,2.8886,10219,16681,2.8091,2.1043,5.9294,0.9629,,0.7231,34.56,0.5455
03-Jul-2015,0.7585,63.20,4.7069,93.37,0.6838,851.72,0.4858,1.0241,48.07,25.61,1.1297,23.42,2.8705,10097,16543,2.7856,2.0867,5.8799,0.9521,,0.7147,34.20,0.5420
06-Jul-2015,0.7492,62.40,4.6510,91.72,0.6768,844.01,0.4806,1.0121,47.63,25.35,1.1192,23.17,2.8515,10009,16342,2.7514,2.0611,5.8085,0.9443,,0.7054,33.82,0.5354
07-Jul-2015,0.7489,62.50,4.6500,91.84,0.6782,846.41,0.4800,1.0126,47.47,25.39,1.1233,23.19,2.8507,9954,16337,2.7503,2.0602,5.8073,0.9481,,0.7066,33.81,0.5358
08-Jul-2015,0.7409,61.90,4.6008,90.39,0.6732,842.18,0.4793,1.0050,47.09,25.19,1.1161,22.99,2.8202,9880,16162,2.7210,2.0439,5.7454,0.9433,,0.7005,33.47,0.5312
09-Jul-2015,0.7479,62.30,4.6430,90.87,0.6738,848.04,0.4856,1.0092,47.50,25.39,1.1093,23.21,2.8379,9975,16315,2.7467,2.0632,5.7984,0.9498,,0.7061,33.78,0.5358
10-Jul-2015,0.7486,62.30,4.6481,91.26,0.6734,845.54,0.4858,1.0093,47.44,25.39,1.1067,23.18,2.8316,9964,16328,2.7492,2.0651,5.8030,0.9490,,0.7084,33.81,0.5357
13-Jul-2015,0.7449,62.10,4.6248,91.33,0.6684,842.15,0.4801,1.0073,47.29,25.31,1.1049,23.06,2.8310,9907,16246,2.7356,2.0549,5.7738,0.9457,,0.7005,33.65,0.5303
14-Jul-2015,0.7426,62.10,4.6107,91.54,0.6753,848.35,0.4797,1.0099,47.17,25.29,1.1123,23.05,2.8267,9902,16194,2.7272,2.0486,5.7565,0.9464,,0.7063,33.57,0.5308
15-Jul-2015,0.7462,62.40,4.6331,92.11,0.6785,853.32,0.4769,1.0164,47.30,25.41,1.1129,23.15,2.8404,9947,16274,2.7404,2.0642,5.7842,0.9507,,0.7059,33.74,0.5341
16-Jul-2015,0.7358,61.70,4.5687,91.16,0.6736,845.62,0.4712,1.0066,46.73,25.18,1.1301,22.86,2.8012,9819,16050,2.7022,2.0354,5.7030,0.9515,,0.7027,33.32,0.5265
17-Jul-2015,0.7414,62.20,4.6036,91.98,0.6812,850.68,0.4742,1.0132,47.07,25.34,1.1338,23.07,2.8214,9894,16171,2.7228,2.0509,5.7464,0.9609,,0.7096,33.56,0.5328
20-Jul-2015,0.7362,61.80,4.5715,91.41,0.6798,848.18,0.4721,1.0098,46.79,25.29,1.1204,22.93,2.8027,9825,16065,2.7037,2.0365,5.7061,0.9557,,0.7092,33.34,0.5293
21-Jul-2015,0.7351,61.80,4.5648,91.47,0.6793,851.43,0.4722,1.0070,46.86,25.35,1.1155,22.97,2.7985,9810,16039,2.6997,2.0335,5.6977,0.9563,,0.7087,33.30,0.5294
22-Jul-2015,0.7410,62.10,4.6009,91.62,0.6777,854.74,0.4757,1.0111,47.11,25.67,1.1214,23.12,2.8095,9907,16168,2.7213,2.0498,5.7433,0.9608,,0.7101,33.54,0.5334
23-Jul-2015,0.7374,61.90,4.5790,91.48,0.6741,858.96,0.4720,1.0088,46.98,25.69,1.1109,23.06,2.8073,9885,16088,2.7081,2.0398,5.7155,0.9607,,0.7073,33.40,0.5294
24-Jul-2015,0.7299,61.40,4.5324,90.45,0.6650,852.45,0.4705,1.0016,46.66,25.47,1.1074,22.93,2.7813,9822,15923,2.6806,2.0191,5.6573,0.9513,,0.7010,33.20,0.5228
27-Jul-2015,0.7289,61.20,4.5262,90.03,0.6623,850.66,0.4697,0.9989,46.66,25.42,1.1051,22.95,2.7800,9807,15904,2.6769,2.0163,5.6494,0.9499,,0.7000,33.20,0.5233
28-Jul-2015,0.7306,61.30,4.5366,90.29,0.6593,851.04,0.4691,0.9981,46.78,25.52,1.0972,22.98,2.7861,9830,15941,2.6831,2.0210,5.6626,0.9507,,0.7031,33.22,0.5225
29-Jul-2015,0.7321,61.40,4.5455,90.36,0.6625,848.14,0.4692,0.9987,46.78,25.57,1.0915,23.03,2.7922,9847,15974,2.6886,2.0252,5.6744,0.9472,,0.7049,33.29,0.5239
30-Jul-2015,0.7315,61.50,4.5423,90.79,0.6666,854.55,0.4689,1.0027,46.81,25.68,1.1025,23.01,2.7899,9850,15961,2.6864,2.0235,5.6699,0.9477,,0.7087,33.30,0.5229
31-Jul-2015,0.7294,61.40,4.5294,90.48,0.6670,853.51,0.4673,1.0025,46.70,25.67,1.1077,23.03,2.7842,9836,15911,2.6787,2.0233,5.6544,0.9484,,0.7053,33.30,0.5231
04-Aug-2015,0.7370,62.00,4.5764,91.34,0.6725,858.97,0.4723,1.0151,47.12,25.85,1.1196,23.33,2.8426,9942,16078,2.7066,2.0444,5.7142,0.9687,,0.7139,33.69,0.5286
05-Aug-2015,0.7359,62.10,4.5697,91.49,0.6768,863.62,0.4734,1.0189,46.96,25.83,1.1261,23.31,2.8516,9938,16056,2.7026,2.0413,5.7059,0.9709,,0.7198,33.66,0.5275
06-Aug-2015,0.7335,61.90,4.5547,91.50,0.6713,855.52,0.4695,1.0151,46.77,25.80,1.1207,23.21,2.8555,9921,16001,2.6938,2.0347,5.6858,0.9651,,0.7167,33.59,0.5277
07-Aug-2015,0.7367,62.20,4.5746,91.93,0.6751,860.06,0.4747,1.0213,47.01,25.91,1.1227,23.33,2.8901,9971,16070,2.7055,2.0436,5.7105,0.9666,,0.7235,33.75,0.5295
10-Aug-2015,0.7397,62.30,4.5932,92.02,0.6742,860.38,0.4776,1.0242,47.17,25.99,1.1196,23.40,2.9044,10014,16137,2.7165,2.0519,5.7345,0.9724,,0.7269,33.83,0.5316
11-Aug-2015,0.7316,62.20,4.6243,91.29,0.6670,862.52,0.4699,1.0248,46.97,25.88,1.1169,23.59,2.8931,9928,15966,2.6868,2.0294,5.6769,0.9562,,0.7202,33.57,0.5259
12-Aug-2015,0.7268,62.20,4.6795,90.78,0.6558,865.11,0.4666,1.0271,47.09,25.82,1.1152,23.39,2.9268,10037,16019,2.6692,2.0161,5.6378,0.9537,,0.7155,33.64,0.5205
13-Aug-2015,0.7380,62.80,4.7327,91.84,0.6623,866.03,0.4724,1.0292,47.96,25.98,1.1153,23.68,2.9594,10140,16312,2.7103,2.0472,5.7212,0.9573,,0.7213,34.02,0.5265
14-Aug-2015,0.7375,62.90,4.7199,91.75,0.6614,868.41,0.4724,1.0349,48.00,26.00,1.1284,23.75,2.9973,10161,16286,2.7085,2.0458,5.7193,0.9630,,0.7197,34.12,0.5265
17-Aug-2015,0.7375,62.90,4.7159,91.75,0.6646,872.43,0.4712,1.0383,48.10,26.07,1.1266,23.82,3.0230,10169,16295,2.7085,2.0458,5.7194,0.9675,,0.7209,34.13,0.5254
18-Aug-2015,0.7365,62.90,4.7198,91.66,0.6660,872.75,0.4727,1.0368,48.10,26.20,1.1164,23.94,3.0329,10193,16275,2.7048,2.0430,5.7113,0.9653,,0.7213,34.14,0.5262
19-Aug-2015,0.7331,62.60,4.6913,91.12,0.6630,869.02,0.4679,1.0288,47.83,26.11,1.1138,23.81,3.0094,10141,16414,2.6923,2.0392,5.6841,0.9574,,0.7158,33.93,0.5238
20-Aug-2015,0.7346,62.60,4.6976,91.08,0.6602,870.61,0.4685,1.0303,47.90,26.11,1.1113,23.85,3.0181,10171,16448,2.6978,2.0434,5.6940,0.9630,,0.7103,34.05,0.5254
21-Aug-2015,0.7311,62.30,4.6765,89.90,0.6479,873.28,0.4657,1.0301,48.16,26.11,1.1045,23.91,3.0608,10184,16435,2.6850,2.0337,5.6671,0.9577,,0.6994,34.19,0.5207
24-Aug-2015,0.7234,61.60,4.6270,87.60,0.6325,867.32,0.4620,1.0222,48.07,25.90,1.0956,23.81,3.0603,10142,16284,2.6567,2.0122,5.6092,0.9580,,0.6825,33.87,0.5128
25-Aug-2015,0.7185,61.00,4.6063,85.47,0.6209,858.82,0.4557,1.0110,47.93,25.61,1.1069,23.48,3.0497,10106,16183,2.6387,1.9986,5.5695,0.9535,,0.6696,33.55,0.5055
26-Aug-2015,0.7139,60.60,4.5790,85.42,0.6220,846.60,0.4548,0.9997,47.23,25.41,1.0983,23.16,3.0319,10077,16094,2.6218,1.9858,5.5337,0.9495,,0.6746,33.34,0.5019
27-Aug-2015,0.7114,60.50,4.5576,85.31,0.6267,843.08,0.4590,0.9982,46.99,25.37,1.1028,22.99,3.0263,9999,15990,2.6126,1.9789,5.5138,0.9445,,0.6779,33.22,0.5018
28-Aug-2015,0.7168,61.00,4.5820,86.80,0.6368,841.31,0.4645,1.0056,47.38,25.71,1.1084,23.16,3.0199,10057,16107,2.6324,1.9939,5.5554,0.9452,,0.6907,33.46,0.5085
31-Aug-2015,0.7149,60.90,4.5604,86.60,0.6355,845.40,0.4633,1.0099,47.39,25.66,1.1127,23.29,2.9990,10032,16067,2.6255,2.0053,5.5408,0.9460,,0.6861,33.41,0.5077
01-Sep-2015,0.7126,60.60,4.5393,85.88,0.6318,834.99,0.4626,1.0018,47.19,25.43,1.1168,23.01,2.9587,10030,16029,2.6170,1.9989,5.5229,0.9370,,0.6847,33.27,0.5077
02-Sep-2015,0.7021,59.80,4.4688,84.27,0.6222,829.00,0.4585,0.9931,46.55,25.09,1.1046,22.78,2.9657,9910,15789,2.5785,1.9694,5.4413,0.9290,,0.6753,32.79,0.4987
03-Sep-2015,0.7000,59.70,4.4491,84.25,0.6231,833.18,0.4578,0.9922,46.38,25.10,1.1050,22.81,2.9621,9912,15743,2.5708,1.9635,5.4251,0.9289,,0.6784,32.73,0.4975
04-Sep-2015,0.6972,59.40,4.4313,83.20,0.6261,831.93,0.4574,0.9879,46.28,24.98,1.0966,22.69,2.9659,9892,15665,2.5605,1.9557,5.4035,0.9216,,0.6773,32.59,0.4962
07-Sep-2015,0.6924,59.20,4.4089,82.62,0.6212,833.51,0.4563,0.9877,46.21,24.94,1.1048,22.63,2.9842,9863,15565,2.5428,1.9422,5.3662,0.9183,,0.6734,32.49,0.4940
08-Sep-2015,0.6953,59.40,4.4279,82.83,0.6206,834.85,0.4532,0.9914,46.35,25.18,1.1065,22.78,3.0193,9936,15633,2.5535,1.9586,5.3887,0.9236,,0.6753,32.68,0.4960
09-Sep-2015,0.7057,60.30,4.4974,85.04,0.6326,839.39,0.4589,0.9971,46.82,25.41,1.1058,22.98,3.0458,10067,15862,2.5917,1.9879,5.4697,0.9307,,0.6928,33.05,0.5029
10-Sep-2015,0.7014,60.10,4.4783,84.74,0.6262,837.75,0.4568,0.9970,46.71,25.39,1.1156,22.87,3.0483,10048,15763,2.5759,1.9758,5.4365,0.9291,,0.6856,32.92,0.5001
11-Sep-2015,0.7063,60.30,4.5020,85.30,0.6256,836.54,0.4571,0.9983,46.90,25.48,1.1195,22.94,3.0470,10109,15871,2.5939,1.9896,5.4739,0.9342,,0.6872,33.08,0.5031
14-Sep-2015,0.7077,60.30,4.5075,85.16,0.6241,837.35,0.4585,0.9982,46.97,25.52,1.1212,23.03,3.0537,10141,15913,2.5990,1.9935,5.4847,0.9372,,0.6860,33.12,0.5026
15-Sep-2015,0.7114,60.60,4.5306,85.25,0.6283,844.04,0.4611,0.9985,47.26,25.60,1.1280,23.18,3.0661,10230,16011,2.6126,2.0124,5.5134,0.9432,,0.6883,33.23,0.5043
16-Sep-2015,0.7137,60.80,4.5463,85.73,0.6327,839.31,0.4652,0.9994,47.46,25.70,1.1232,23.25,3.0719,10313,16051,2.6211,2.0190,5.5312,0.9451,,0.6945,33.34,0.5060
17-Sep-2015,0.7187,61.20,4.5757,86.86,0.6365,837.97,0.4636,1.0042,47.76,25.72,1.1304,23.30,3.0509,10385,16176,2.6394,2.0331,5.5701,0.9469,,0.6979,33.41,0.5110
18-Sep-2015,0.7209,61.20,4.5866,86.28,0.6316,838.30,0.4625,1.0083,47.56,25.69,1.1301,23.34,3.0545,10435,16202,2.6475,2.0480,5.5870,0.9491,,0.6931,33.57,0.5108
21-Sep-2015,0.7170,61.00,4.5664,86.00,0.6342,842.26,0.4615,1.0085,47.16,25.65,1.1288,23.27,3.0508,10357,16111,2.6332,2.0427,5.5568,0.9474,,0.6943,33.36,0.5056
22-Sep-2015,0.7139,60.90,4.5502,86.00,0.6383,841.80,0.4603,1.0087,46.85,25.66,1.1296,23.34,3.0612,10344,16044,2.6218,2.0397,5.5328,0.9448,,0.6943,33.17,0.5062
23-Sep-2015,0.7030,60.20,4.4879,84.24,0.6320,837.52,0.4582,1.0002,46.44,25.44,1.1237,23.10,3.0577,10299,15803,2.5818,2.0086,5.4483,0.9340,,0.6858,32.88,0.5006
24-Sep-2015,0.6998,59.90,4.4645,83.95,0.6253,834.65,0.4586,0.9974,46.27,25.38,1.1117,23.07,3.0406,10249,15736,2.5700,2.0080,5.4235,0.9318,,0.6845,32.80,0.4989
25-Sep-2015,0.7013,60.10,4.4722,84.38,0.6277,837.77,0.4606,0.9989,46.40,25.42,1.1072,23.15,3.0780,10299,15772,2.5755,2.0123,5.4351,0.9343,,0.6867,32.84,0.4989
28-Sep-2015,0.7020,60.10,4.4713,84.44,0.6277,838.98,0.4620,1.0018,46.37,25.47,1.0989,23.24,3.0930,10318,15777,2.5781,2.0143,5.4406,0.9356,,0.6880,32.88,0.5009
29-Sep-2015,0.6949,59.50,4.4228,83.02,0.6169,830.50,0.4578,0.9945,45.97,25.34,1.1025,23.01,3.1111,10231,15626,2.5520,1.9940,5.3856,0.9315,,0.6755,32.63,0.4956
30-Sep-2015,0.7010,59.90,4.4552,84.05,0.6236,830.97,0.4623,0.9984,46.08,25.48,1.0998,23.03,3.1086,10280,15760,2.5744,2.0115,5.4328,0.9401,,0.6818,32.79,0.4990
01-Oct-2015,0.7055,60.30,4.4842,84.82,0.6331,829.84,0.4663,1.0063,46.28,25.66,1.1008,23.10,3.1100,10343,15856,2.5909,2.0244,5.4676,0.9386,,0.6891,32.96,0.5026
02-Oct-2015,0.7038,60.20,4.4734,84.49,0.6295,830.94,0.4648,1.0097,46.11,25.77,1.0997,23.16,3.1249,10342,15820,2.5847,2.0282,5.4544,0.9318,,0.6881,32.92,0.5026
06-Oct-2015,0.7130,60.80,4.5318,85.92,0.6377,830.22,0.4703,1.0142,46.54,25.90,1.0964,23.29,3.1055,10146,16012,2.6185,2.0548,5.5258,0.9317,,0.6961,33.05,0.5075
07-Oct-2015,0.7178,61.00,4.5623,86.16,0.6371,835.81,0.4709,1.0200,46.85,25.89,1.0899,23.44,3.0830,9977,16092,2.6361,2.0686,5.5630,0.9345,,0.6936,33.29,0.5115
08-Oct-2015,0.7173,60.80,4.5556,85.98,0.6371,831.64,0.4685,1.0142,46.73,25.79,1.0875,23.38,3.0274,9938,15924,2.6343,2.0671,5.5591,0.9372,,0.6974,33.10,0.5099
09-Oct-2015,0.7284,61.50,4.6245,87.39,0.6455,843.93,0.4740,1.0204,47.22,25.95,1.0907,23.75,2.9904,9713,16170,2.6750,2.0991,5.6452,0.9443,,0.7036,33.37,0.5169
12-Oct-2015,0.7332,61.80,4.6397,88.09,0.6447,839.84,0.4782,1.0267,47.49,26.04,1.0938,23.70,3.0611,9851,16372,2.6927,2.1130,5.6824,0.9471,,0.7046,33.60,0.5195
13-Oct-2015,0.7316,61.80,4.6361,87.67,0.6436,839.67,0.4776,1.0261,47.49,26.02,1.0957,23.75,3.0653,9910,16388,2.6868,2.1084,5.6699,0.9545,,0.7045,33.66,0.5183
14-Oct-2015,0.7226,61.00,4.5867,86.46,0.6345,829.80,0.4728,1.0076,47.07,25.70,1.0819,23.49,3.0216,9842,16183,2.6537,2.0824,5.6002,0.9403,,0.6920,33.30,0.5119
15-Oct-2015,0.7318,61.40,4.6419,87.10,0.6374,827.78,0.4730,1.0085,47.45,25.77,1.0729,23.64,3.0278,9784,16352,2.6875,2.1181,5.6715,0.9453,,0.6947,33.51,0.5175
16-Oct-2015,0.7280,61.30,4.6267,86.74,0.6397,822.39,0.4707,1.0071,47.29,25.71,1.0664,23.52,3.0467,9872,16220,2.6736,2.1071,5.6420,0.9374,,0.6928,33.54,0.5135
19-Oct-2015,0.7275,61.30,4.6284,86.90,0.6402,816.87,0.4712,1.0066,47.15,25.70,1.0702,23.53,3.0686,9854,16231,2.6717,2.1056,5.6382,0.9403,,0.6942,33.52,0.5149
20-Oct-2015,0.7270,61.30,4.6230,86.88,0.6416,819.55,0.4697,1.0097,47.20,25.76,1.0688,23.55,3.0843,9909,16234,2.6699,2.1042,5.6343,0.9476,,0.6951,33.57,0.5148
21-Oct-2015,0.7274,61.40,4.6143,87.27,0.6403,823.89,0.4710,1.0120,47.36,25.75,1.0792,23.57,3.1275,9976,16218,2.6714,2.1115,5.6374,0.9434,,0.6951,33.75,0.5143
22-Oct-2015,0.7203,60.80,4.5735,86.22,0.6354,820.42,0.4669,1.0034,46.91,25.66,1.0660,23.38,3.0901,9742,16052,2.6453,2.0939,5.5824,0.9453,,0.6910,33.52,0.5098
23-Oct-2015,0.7250,61.30,4.6087,87.47,0.6526,815.41,0.4706,1.0040,47.04,25.68,1.0596,23.48,3.0646,9806,16183,2.6626,2.1076,5.6188,0.9485,,0.7056,33.65,0.5137
26-Oct-2015,0.7255,61.50,4.6082,87.87,0.6575,821.91,0.4731,1.0121,47.16,25.76,1.0691,23.50,3.0885,9910,16200,2.6644,2.1090,5.6227,0.9543,,0.7085,33.81,0.5181
27-Oct-2015,0.7232,61.30,4.5933,87.20,0.6537,818.48,0.4710,1.0072,46.98,25.69,1.0675,23.46,3.0848,9856,16141,2.6560,2.1023,5.6049,0.9525,,0.7097,33.75,0.5178
28-Oct-2015,0.7121,60.40,4.5258,85.74,0.6454,805.90,0.4653,0.9943,46.34,25.29,1.0579,23.10,3.0492,9699,15891,2.6152,2.0701,5.5188,0.9452,,0.7024,33.31,0.5091
29-Oct-2015,0.7103,60.40,4.5162,85.75,0.6502,810.99,0.4656,0.9963,46.28,25.29,1.0675,23.13,3.0443,9637,15857,2.6086,2.0739,5.5049,0.9385,,0.7060,33.33,0.5079
30-Oct-2015,0.7099,60.30,4.4998,86.12,0.6467,809.25,0.4637,0.9954,46.30,25.27,1.0534,23.09,3.0543,9706,15844,2.6071,2.0757,5.5018,0.9347,,0.7029,33.28,0.5096
02-Nov-2015,0.7140,60.50,4.5244,85.93,0.6474,813.17,0.4628,1.0000,46.77,25.40,1.0542,23.18,3.0656,9750,15926,2.6222,2.0969,5.5336,0.9336,,0.7049,33.43,0.5112
03-Nov-2015,0.7202,61.00,4.5648,86.90,0.6537,814.91,0.4668,1.0052,47.15,25.61,1.0676,23.33,3.0853,9770,16068,2.6449,2.1151,5.5817,0.9422,,0.7110,33.68,0.5152
04-Nov-2015,0.7205,61.10,4.5644,87.32,0.6580,813.84,0.4673,1.0056,47.25,25.60,1.0826,23.31,3.0747,9727,16080,2.6460,2.1160,5.5844,0.9408,,0.7148,33.68,0.5165
05-Nov-2015,0.7150,60.90,4.5370,86.87,0.6577,813.31,0.4647,1.0041,46.94,25.40,1.0840,23.17,3.0774,9726,15959,2.6258,2.1060,5.5417,0.9412,,0.7101,33.53,0.5132
06-Nov-2015,0.7144,60.90,4.5370,87.00,0.6564,813.31,0.4697,1.0047,47.00,25.41,1.0808,23.18,3.0744,9680,15963,2.6236,2.1043,5.5372,0.9409,,0.7113,33.49,0.5139
09-Nov-2015,0.7058,60.50,4.4887,87.09,0.6554,815.98,0.4683,1.0039,46.84,25.33,1.0761,23.08,3.0798,9650,15819,2.5921,2.0789,5.4711,0.9380,,0.7088,33.29,0.5087
10-Nov-2015,0.7047,60.50,4.4828,86.84,0.6560,817.42,0.4665,1.0028,46.76,25.28,1.0788,23.06,3.0813,9592,15796,2.5880,2.0757,5.4623,0.9351,,0.7080,33.25,0.5101
11-Nov-2015,0.7068,60.60,4.4971,86.89,0.6570,815.97,0.4661,1.0039,46.87,25.33,1.0738,23.08,3.0873,9595,15825,2.5957,2.0819,5.4787,0.9366,,0.7094,33.27,0.5123
12-Nov-2015,0.7139,61.20,4.5460,87.73,0.6634,826.05,0.4689,1.0123,47.34,25.59,1.0904,23.32,3.1212,9700,15994,2.6218,2.1028,5.5331,0.9458,,0.7160,33.57,0.5174
13-Nov-2015,0.7135,61.20,4.5486,87.48,0.6611,829.55,0.4691,1.0130,47.18,25.60,1.0911,23.34,3.1216,9739,15994,2.6203,2.1016,5.5298,0.9487,,0.7144,33.57,0.5170
16-Nov-2015,0.7115,61.10,4.5386,87.16,0.6637,833.77,0.4677,1.0137,47.12,25.63,1.0899,23.37,3.1246,9776,15969,2.6130,2.0957,5.5146,0.9476,,0.7168,33.61,0.5141
17-Nov-2015,0.7089,61.00,4.5188,87.47,0.6649,829.20,0.4670,1.0090,46.74,25.48,1.0969,23.24,3.1060,9735,15930,2.6034,2.0881,5.4943,0.9456,,0.7168,33.42,0.5132
18-Nov-2015,0.7097,61.10,4.5304,87.53,0.6670,833.15,0.4668,1.0120,46.93,25.56,1.0952,23.28,3.1195,9775,15948,2.6064,2.0904,5.5008,0.9453,,0.7208,33.46,0.5150
19-Nov-2015,0.7170,61.60,4.5737,88.37,0.6693,833.76,0.4691,1.0157,47.40,25.74,1.0963,23.40,3.1050,9862,16112,2.6332,2.1119,5.5569,0.9504,,0.7283,33.80,0.5203
20-Nov-2015,0.7194,61.60,4.5906,88.40,0.6711,830.91,0.4706,1.0156,47.56,25.68,1.0920,23.38,3.0740,9827,16169,2.6420,2.1190,5.5755,0.9562,,0.7291,33.91,0.5210
23-Nov-2015,0.7180,61.70,4.5874,88.47,0.6765,831.62,0.4733,1.0181,47.60,25.73,1.1024,23.41,3.0820,9833,16146,2.6369,2.1274,5.5649,0.9615,,0.7328,33.88,0.5203
24-Nov-2015,0.7196,61.80,4.5975,88.36,0.6770,830.56,0.4756,1.0174,47.76,25.78,1.1035,23.44,3.0677,9862,16186,2.6427,2.1321,5.5770,0.9607,,0.7327,33.91,0.5231
25-Nov-2015,0.7265,62.20,4.6407,88.94,0.6817,830.83,0.4812,1.0209,48.19,25.91,1.1049,23.61,3.0513,9953,16356,2.6681,2.1526,5.6304,0.9657,,0.7389,34.16,0.5277
26-Nov-2015,0.7239,62.00,4.6253,88.74,0.6816,830.20,0.4787,1.0180,48.08,25.84,1.0988,23.51,3.0512,9935,16281,2.6585,2.1449,5.6104,0.9624,,0.7403,34.05,0.5270
27-Nov-2015,0.7227,62.00,4.6203,88.60,0.6813,830.38,0.4789,1.0181,48.24,25.87,1.1000,23.56,3.0596,9936,16248,2.6541,2.1413,5.6012,0.9616,,0.7400,34.09,0.5261
30-Nov-2015,0.7189,61.80,4.5984,88.22,0.6790,832.02,0.4784,1.0157,48.04,25.79,1.0982,23.50,3.0643,9950,16177,2.6402,2.1301,5.5717,0.9620,,0.7410,33.92,0.5234
01-Dec-2015,0.7264,62.40,4.6479,89.31,0.6870,841.47,0.4815,1.0238,48.30,26.03,1.0966,23.73,3.0785,10031,16337,2.6677,2.1523,5.6308,0.9699,,0.7464,,0.5294
02-Dec-2015,0.7306,62.80,4.6749,89.91,0.6883,849.98,0.4850,1.0287,48.63,26.15,1.0968,23.90,3.0904,10071,16437,2.6831,2.1647,5.6629,0.9771,,0.7503,,0.5317
03-Dec-2015,0.7315,62.90,4.6806,90.26,0.6906,852.38,0.4900,1.0321,48.80,26.23,1.0990,23.96,3.0979,10128,16444,2.6864,2.1803,5.6693,0.9740,,0.7466,,0.5326
04-Dec-2015,0.7322,62.60,4.6837,89.74,0.6693,846.68,0.4839,1.0224,48.95,26.22,1.0943,23.93,3.0782,10124,16456,2.6890,2.1857,5.6748,0.9773,,0.7263,,0.5345
